Movie Title,Reviewer Name,Rating,Review Text,Helpful Votes,Verified Purchase,Review Date
Avengers: Endgame,Jason B.,2,Not what I expected. The movie felt too slow in parts and the digital version I bought had poor video quality on my TV. Would not recommend buying digitally.,4,FALSE,2022-12-09
Avengers: Endgame,Olivia G.,4,Loved the movie and the delivery was quick. The physical copy was a bit pricey but the quality made up for it. Great for Marvel fans who want to own a piece of the saga.,13,TRUE,2020-08-21
Avengers: Endgame,Kevin J.,3,It’s a decent movie but not my favorite Marvel film. The digital format was convenient but I noticed some compression artifacts on my 4K TV. Still enjoyable though.,8,FALSE,2023-06-02
Jurassic Park,Sarah M.,5,"Absolutely loved revisiting this classic! The special effects still hold up surprisingly well, and the story is thrilling from start to finish. The Blu-ray video quality is crisp and vibrant, making the dinosaurs feel so real. Delivery was fast and packaging secure. Highly recommend for any sci-fi or adventure fan.",22,TRUE,2023-11-15
Jurassic Park,MovieLover123,4,"Great movie, one of Spielberg’s best. The digital version I bought was easy to download and watch on multiple devices. Only reason I gave 4 stars is because some scenes felt a bit dated compared to modern CGI, but that’s expected for a 90s film. Still a must-watch.",18,TRUE,2022-07-02
Jurassic Park,Tom R.,3,"The movie itself is iconic, but I was a bit disappointed with the DVD quality. The colors seemed washed out and there was some pixelation during fast scenes. Also, the disc arrived with a small scratch, luckily it still played fine. Price was reasonable though.",7,TRUE,2021-03-19
Jurassic Park,Emily S.,2,"I bought the digital version and was frustrated by the streaming glitches. The video kept buffering even on a strong internet connection. Also, the price felt a bit high for a movie this old. I expected a smoother experience.",5,TRUE,2023-05-10
Jurassic Park,Jake W.,5,"This movie never gets old! I purchased the 4K physical copy and the picture quality blew me away. The sound is immersive, and the extras on the disc are a nice bonus. Delivery was prompt and the packaging was sturdy. Worth every penny.",20,TRUE,2024-01-08
Jurassic Park,Linda K.,1,"Honestly, I don’t get the hype. The story felt slow and the characters were not very likable. Also, the DVD I received was damaged and wouldn’t play properly. Customer service was slow to respond. Would not recommend.",3,TRUE,2020-12-22
Jurassic Park,Chris P.,4,"Solid movie with groundbreaking effects for its time. I watched the digital version on my tablet and it looked good, though not HD quality. The price was fair and delivery was instant, which I appreciated.",12,TRUE,2022-09-14
Jurassic Park,MovieFan88,3,"It’s a classic, but I found the pacing a bit slow. The physical DVD was fine, but the cover art was different than what was shown online, which was a minor letdown. Still, the movie itself is worth watching once.",6,FALSE,2021-06-30
Jurassic Park,Angela T.,5,"One of my all-time favorites! The digital download was seamless and the video quality was excellent on my smart TV. The price was reasonable, and I love that I can watch it anytime without the disc.",24,TRUE,2023-08-21
Jurassic Park,Dave L.,2,"I was expecting more from this movie. The story is okay but felt outdated. Also, the DVD I got was a used copy despite being sold as new, which was disappointing. Not sure I’d buy again.",4,FALSE,2020-10-05
Jurassic Park,Sophia G.,4,"Really enjoyed watching this again after many years. The 4K digital version looks fantastic, and the sound is great. Only minor gripe is that the file size was huge and took a while to download. Otherwise, highly recommend.",15,TRUE,2024-04-12
Jurassic Park,Mark D.,3,"Classic movie but the physical disc format is a bit outdated for me. I prefer streaming. The DVD quality was average, and the extras were minimal. Still, it’s a fun watch for dinosaur fans.",8,TRUE,2021-11-03
The Lion King,Jessica T.,5,"Absolutely loved this classic! The animation still holds up beautifully, and the story is timeless. Bought the Blu-ray version and the video quality is stunning. Delivery was fast and packaging secure. Highly recommend for family movie nights!",18,TRUE,2023-11-15
Mark D.,Mark D.,4,"Great movie, though I wish the digital version had a bit better video quality on my streaming device. Still, the soundtrack and characters make it worth watching again and again. Price was reasonable for the digital copy.",12,TRUE,2022-07-03
Emily R.,Emily R.,3,"The Lion King is a classic, but I was a bit disappointed with the DVD format I received. The video was a little grainy compared to what I expected. Delivery took longer than promised, but overall still a decent purchase.",7,TRUE,2021-05-22
Chris P.,Chris P.,2,"I bought the digital version and the streaming quality was inconsistent. Sometimes it looked pixelated, which ruined the experience. Also, the price felt a bit high for what I got. Not sure I’d buy again.",9,TRUE,2023-02-10
Sarah M.,Sarah M.,5,This movie never gets old! I purchased the physical Blu-ray and the video quality blew me away. Colors are vibrant and the sound is crystal clear. Perfect for kids and adults alike. Delivery was prompt and packaging was great.,22,TRUE,2024-01-08
MovieLover123,MovieLover123,4,Enjoyed watching this again after many years. The digital format was convenient and the price was fair. Only reason I gave 4 stars is because the extras were limited compared to other editions. Still a must-watch.,15,TRUE,2020-12-30
Linda K.,Linda K.,1,Very disappointed. The DVD I received was scratched and the video kept freezing. Tried to get a replacement but customer service was slow. Not worth the money at all.,5,TRUE,2021-09-14
Tom S.,Tom S.,3,"The Lion King is a classic, but this particular edition didn’t impress me. The video quality was average and the price was a bit steep for a standard DVD. Delivery was on time though.",6,FALSE,2022-03-19
Angela W.,Angela W.,5,Bought this for my kids and they absolutely love it. The picture quality on the Blu-ray is fantastic and the sound is immersive. Great value for the price. Delivery was quick and hassle-free.,20,TRUE,2023-08-27
David H.,David H.,2,"Not happy with the digital download. The file was corrupted and I had to contact support. Took a while to get a working copy. The movie itself is great, but the purchase experience was frustrating.",8,TRUE,2021-11-05
Rachel F.,Rachel F.,4,A wonderful movie that still holds up. I got the physical copy and the video quality was very good. Packaging was a bit plain but overall a solid purchase. Price was fair for a classic like this.,13,TRUE,2020-10-12
Kevin L.,Kevin L.,1,The digital version I bought was a total letdown. Poor video quality and buffering issues made it unwatchable at times. Would recommend buying the physical copy instead.,4,FALSE,2024-04-02
Frozen,Emily R.,5,Absolutely loved this movie! The animation is stunning and the songs are so catchy. Watched it with my kids and we all enjoyed it. The digital format was easy to download and the video quality was crystal clear. Highly recommend for family movie nights!,18,TRUE,2022-11-15
Frozen,Jason K.,4,"Great movie overall. The story is heartwarming and the characters are memorable. I bought the physical DVD and the packaging was a bit damaged on arrival, but the disc itself works perfectly. Price was reasonable too.",12,TRUE,2021-06-03
Frozen,Linda S.,3,"It’s a decent movie, but I found it a bit overrated. The songs are good but got stuck in my head longer than I wanted. Bought the digital version, and the download was quick, but I wish there were more bonus features included.",7,TRUE,2023-02-20
Frozen,MovieBuff88,2,"Honestly, I didn’t enjoy this as much as I expected. The story felt predictable and the characters didn’t really connect with me. Also, the video quality on the digital copy was not as sharp as I hoped.",5,FALSE,2020-12-10
Frozen,Sarah M.,5,This movie is a classic! I bought the Blu-ray and the picture quality is amazing. The sound is crisp and the extras are fun to watch. Perfect for kids and adults alike. Delivery was fast and packaging was secure.,22,TRUE,2024-01-05
Frozen,Tom H.,1,Disappointed. The disc arrived scratched and wouldn’t play. Customer service was slow to respond. Would not recommend buying the physical copy from this seller.,9,TRUE,2021-09-18
Frozen,Jessica L.,4,Enjoyed watching this again after many years. The animation still holds up well. Purchased the digital version and it streamed without any issues. Price was fair for the quality.,14,TRUE,2023-07-22
Frozen,Alex P.,3,"It’s okay. The story is sweet but a bit slow in parts. Bought the DVD and the video quality was average, nothing spectacular. Good for kids but adults might find it a bit dull.",6,FALSE,2022-04-11
Frozen,Karen W.,5,My daughter loves this movie! We have watched it countless times. The digital download was easy and the quality is excellent. Great value for the price.,20,TRUE,2020-08-30
Frozen,David G.,2,"Not what I expected. The animation is good but the story didn’t grab me. Also, the digital copy had some buffering issues on my device. Might be a device problem but still frustrating.",4,TRUE,2021-11-12
Frozen,Heather J.,4,Very enjoyable movie with great music. Bought the Blu-ray and the video quality is fantastic. Delivery was prompt and packaging was intact. Would buy again as a gift.,15,TRUE,2023-03-08
Frozen,Chris M.,3,"It’s a solid kids’ movie but not my favorite. The songs are catchy but the plot is a bit predictable. The DVD arrived on time and worked fine, but I wish it had more special features.",8,FALSE,2022-09-14
Toy Story,Jessica T.,5,"Absolutely loved revisiting this classic! The animation still holds up beautifully, and the story is heartwarming for all ages. Bought the digital version and the streaming quality was flawless with no buffering. Highly recommend for family movie nights!",18,TRUE,2023-11-15
Toy Story,Mark D.,4,"Great movie, very nostalgic. The Blu-ray arrived quickly and in perfect condition. Picture quality was sharp and colors vibrant. Only reason I gave 4 stars is because the price was a bit higher than I expected for a re-release. Still worth it though.",12,TRUE,2022-07-02
Toy Story,Emily R.,3,"The movie itself is fantastic, but I was a bit disappointed with the DVD quality. The colors seemed a little washed out compared to what I remember from the theater. Also, the disc had a small scratch but still played fine.",7,TRUE,2021-03-19
Toy Story,MovieFan88,5,"This is a must-have for any Pixar fan. The story is timeless and the characters are lovable. I purchased the digital HD version and it looks stunning on my 4K TV. Delivery was instant, no issues at all.",22,TRUE,2024-01-10
Toy Story,Linda K.,2,"I was expecting better video quality for the price. The DVD version I got looked grainy and outdated. Also, the packaging was damaged when it arrived. Not happy with this purchase.",5,TRUE,2020-12-05
Toy Story,Chris P.,4,"Fun movie for kids and adults alike. Bought the physical copy and it arrived on time. The extras on the disc were a nice bonus. Only downside was the shipping cost, which felt a bit steep.",9,TRUE,2023-05-22
Toy Story,Sarah M.,1,Very disappointed. The digital download was glitchy and kept freezing. Tried contacting support but no response. Would not recommend buying this version.,3,TRUE,2022-09-14
Toy Story,Alex G.,5,Classic Pixar magic! The animation and story are timeless. I got the Blu-ray and the video quality blew me away. Great purchase for the price.,20,TRUE,2023-08-30
Toy Story,Heather L.,3,"The movie is great, but I was a bit let down by the packaging. The box was flimsy and arrived slightly bent. The disc itself works fine though.",4,FALSE,2021-11-11
Toy Story,Tom S.,4,Bought this for my kids and they love it. The video quality on the digital version is excellent. Price was reasonable and delivery was fast.,11,TRUE,2024-04-03
Toy Story,Rachel W.,2,"Not what I expected. The DVD version looked old and the sound was a bit off. For the price, I thought it would be better quality.",6,TRUE,2020-08-20
Toy Story,Daniel H.,5,This movie never gets old. Purchased the digital copy and it was easy to download and watch. Perfect for a nostalgic movie night.,15,TRUE,2023-12-01
Finding Nemo,Sarah M.,5,Absolutely loved this movie! The animation is stunning and the story is heartwarming. Perfect for family movie night. The digital format was easy to download and watch on multiple devices. Highly recommend!,18,TRUE,2023-11-15
Finding Nemo,John K.,4,"Great movie overall, but I noticed some slight pixelation during fast scenes on my 4K TV. Still, the colors and characters are vibrant. Delivery of the physical DVD was quick and packaging was intact. Good value for the price.",12,TRUE,2022-07-03
Finding Nemo,MovieLover123,3,"The movie itself is a classic, but I was a bit disappointed with the video quality on the digital version I purchased. It looked a bit compressed compared to what I expected. Still enjoyable though.",7,TRUE,2021-05-22
Finding Nemo,Emily R.,5,My kids adore this movie! The story is touching and the characters are memorable. The Blu-ray format has excellent video and sound quality. Worth every penny.,20,TRUE,2024-01-10
Finding Nemo,Dave T.,2,I bought the physical DVD but the disc was scratched upon arrival. Customer service was slow to respond. Not happy with the purchase experience.,5,TRUE,2023-03-18
Finding Nemo,Lisa P.,4,"Good movie, great for kids. The price was reasonable and delivery was on time. The digital download was straightforward, but I wish it included some bonus features.",9,TRUE,2022-12-05
Finding Nemo,Alex G.,1,Not what I expected. The video quality was poor on the digital version and it kept buffering. Would not recommend buying this version.,3,FALSE,2021-08-30
Finding Nemo,Karen S.,5,Timeless classic! The animation still holds up and the story is so sweet. I bought the physical Blu-ray and the picture quality is fantastic. Great addition to my collection.,22,TRUE,2023-09-12
Finding Nemo,Tom H.,3,"The movie is good but the packaging for the DVD was flimsy. Also, the price seemed a bit high for a movie this old.",6,TRUE,2020-11-20
Finding Nemo,Jessica W.,4,Enjoyed watching this again. The digital format was convenient and the video quality was decent. Would have liked more extras included though.,11,TRUE,2024-04-02
Finding Nemo,Brian L.,5,Perfect for kids and adults alike. The animation is colorful and the story is engaging. The digital download was quick and worked flawlessly on my tablet.,15,TRUE,2022-06-14
Finding Nemo,Megan F.,2,I was expecting better video quality for the price. The digital version looked grainy on my TV. Delivery was fast but the product didn’t meet my expectations.,4,FALSE,2023-02-27
Interstellar,Jessica M.,5,"Absolutely stunning visuals and a gripping story. The space scenes blew me away, and the emotional depth was unexpected. The digital format streamed perfectly with no issues. Highly recommend for sci-fi fans!",22,TRUE,2021-11-15
Interstellar,Tom R.,4,"Great movie overall, though a bit long in parts. The Blu-ray video quality was excellent, and the sound was immersive. Delivery was fast and packaging was secure. Worth the price.",18,TRUE,2022-03-02
Interstellar,Linda K.,3,"The movie was okay, but I found the plot confusing at times. The physical DVD looked a bit scratched when it arrived, but it still played fine. Not sure if I’d watch it again.",7,TRUE,2020-08-19
Interstellar,Mark S.,2,I expected more from this film given the hype. The story dragged and some scientific parts felt unrealistic. The digital download was glitchy and kept freezing. Disappointed.,12,TRUE,2023-01-10
Interstellar,Emily J.,5,One of the best sci-fi movies I’ve seen in years. The soundtrack is incredible and the acting top-notch. Bought the 4K version and the picture quality is breathtaking.,25,TRUE,2021-06-30
Interstellar,David P.,1,"Not my cup of tea. Found it boring and overly complicated. Also, the DVD case arrived cracked. Would not recommend.",3,FALSE,2022-09-05
Interstellar,Sarah L.,4,Really enjoyed the film. The story is deep and thought-provoking. The digital version was easy to download and watch on multiple devices. Price was reasonable too.,15,TRUE,2023-04-22
Interstellar,Kevin W.,3,"Good movie but not as great as I expected. The special effects were nice but the pacing was slow. The physical disc was fine, arrived on time.",9,TRUE,2020-12-11
Interstellar,Amanda F.,5,"Loved every minute of it! The visuals, the story, the music – all perfect. The digital copy was delivered instantly and worked flawlessly on my smart TV.",20,TRUE,2024-02-14
Interstellar,Brian H.,2,"I struggled to get into this movie. The plot was confusing and the characters didn’t connect with me. Also, the DVD quality was subpar, with some pixelation.",5,FALSE,2021-09-08
Interstellar,Olivia G.,4,A visually impressive film with a solid story. The Blu-ray arrived quickly and the packaging was good. A bit pricey but worth it for collectors.,14,TRUE,2022-05-17
Interstellar,Jason T.,3,Mixed feelings. The concept is interesting but the execution felt uneven. The digital format was convenient but the video quality wasn’t as sharp as I hoped.,8,TRUE,2023-07-29
The Departed,Jason T.,5,"Absolutely gripping from start to finish. The cast is phenomenal, and the plot twists kept me on the edge of my seat. The video quality on the Blu-ray was crystal clear, and the delivery was super fast. Definitely worth every penny!",18,TRUE,2023-11-15
Linda K.,Linda K.,4,"Really enjoyed this movie. The story is intense and well acted. I bought the digital version and it streamed perfectly with no buffering. My only gripe is that the price was a bit high compared to other digital rentals. Still, a solid watch.",12,TRUE,2022-07-03
The Departed,MovieBuff89,3,"The movie was okay, but I felt it was a bit overrated. The plot was somewhat predictable after a while. I got the DVD version, and the video quality was decent but not great. Packaging was fine, and delivery was on time.",7,TRUE,2021-05-22
The Departed,Sarah M.,2,"I was expecting more based on all the hype. The story dragged in parts and some characters felt underdeveloped. Also, the DVD I received had some scratches which affected playback. Customer service was helpful though.",5,TRUE,2020-12-10
The Departed,Chris P.,1,Not impressed at all. The digital copy I purchased kept freezing and the video quality was poor. Tried contacting support but no response. Would not recommend buying this version.,3,FALSE,2023-02-18
The Departed,Emily R.,5,One of my favorite movies ever! The suspense and acting are top-notch. I bought the 4K physical copy and the picture quality blew me away. Shipping was quick and the packaging was secure. Highly recommend for any thriller fan.,22,TRUE,2024-01-05
The Departed,Tom S.,4,Great movie overall. The storyline is complex but rewarding. I rented the digital version and it worked flawlessly on my tablet. Price was reasonable for the quality.,9,TRUE,2022-09-14
The Departed,Jessica L.,3,"It’s a decent crime thriller but not my favorite. The DVD arrived late and the case was cracked, but the disc itself worked fine. Video quality was average.",4,FALSE,2021-03-30
The Departed,Mark D.,5,"Brilliant film! The tension and character development are excellent. I purchased the digital HD version and it looked fantastic on my 55"" TV. Delivery was instant, which I love.",20,TRUE,2023-08-09
The Departed,Anna W.,2,"I found the movie confusing and hard to follow. Also, the DVD I got had some playback issues. Not sure if I’d buy again.",2,TRUE,2020-10-21
The Departed,Kevin H.,4,"Solid crime drama with great performances. The Blu-ray video quality was excellent, and the price was fair. Delivery was prompt and packaging was good.",11,TRUE,2023-04-12
The Departed,MovieLover123,1,"Honestly, I didn’t like this movie at all. The plot was confusing and the pacing was slow. I bought the digital version and had issues with streaming. Not worth the money.",1,FALSE,2022-11-27
Fight Club,Jason T.,5,"One of my all-time favorite movies. The plot twists kept me hooked from start to finish. The Blu-ray quality is excellent, crisp picture and sound. Delivery was fast and packaging secure. Highly recommend for any movie buff.",18,TRUE,2023-11-15
Fight Club,Emily R.,4,Great film with a cult following. I bought the digital version and it streams perfectly on my devices. The price was reasonable too. Only reason I gave 4 stars is because I wish there were more bonus features included.,12,TRUE,2022-07-03
Fight Club,Mark S.,3,"The movie is okay, but I didn’t love it as much as others seem to. The storyline is a bit confusing at times. I got the DVD and the video quality is average, nothing special. Delivery was on time though.",7,TRUE,2021-05-22
Fight Club,Lisa M.,2,"Honestly, I don’t get the hype. The movie felt slow and the characters weren’t relatable to me. I bought the physical copy and the disc had a scratch, which was disappointing. Customer service was helpful with a replacement.",5,TRUE,2020-12-10
Fight Club,MovieLover123,5,"Brilliant movie! Edward Norton and Brad Pitt are fantastic. The digital download was quick and easy, and the HD quality is superb. Definitely worth the price.",22,TRUE,2024-02-18
Fight Club,Sarah M.,1,"Not for me. I found the plot too dark and disturbing. Also, the digital format kept buffering on my device, which ruined the experience. Would not recommend.",3,TRUE,2023-08-09
Fight Club,Tom H.,4,"Solid movie with a unique story. I purchased the DVD and the video quality is decent, though not HD. The price was fair and delivery was prompt.",9,FALSE,2021-10-30
Fight Club,Angela K.,3,Mixed feelings. The movie is iconic but I found some parts hard to follow. The physical copy arrived late and the packaging was a bit damaged. Video quality was fine once I got it.,6,TRUE,2022-03-14
Fight Club,David L.,5,Classic film that never gets old. The Blu-ray edition I bought has amazing picture and sound quality. Delivery was quick and the price was reasonable for the quality.,20,TRUE,2023-06-27
Fight Club,Nina P.,2,I was expecting more based on the reviews. The story was confusing and the pacing slow. I got the digital version but the streaming quality was inconsistent. Not worth the price for me.,4,FALSE,2020-09-05
Fight Club,Chris W.,4,Really enjoyed this movie. The physical copy was a bit pricey but the quality is good. The extras on the DVD were a nice bonus. Delivery was on time.,11,TRUE,2022-11-11
Fight Club,Olivia G.,3,"It’s a decent movie but not my style. The digital download was easy but the video quality wasn’t as sharp as I hoped. Still, it’s a cult classic so I get the appeal.",8,TRUE,2023-01-20
Casino,Jason T.,5,"Absolutely loved this classic Scorsese film. The storytelling is gripping, and the performances by De Niro and Pesci are top-notch. The Blu-ray video quality is crisp and vibrant, really brings the Vegas glitz to life. Delivery was fast and packaging secure. Highly recommend for any crime drama fan.",18,TRUE,2022-11-15
Casino,Linda K.,4,"Great movie, though a bit long. The physical DVD arrived in perfect condition and played without any issues. Price was reasonable for a classic. Some scenes are intense, so not for everyone. Overall, a solid addition to my collection.",12,TRUE,2021-07-03
Casino,MovieBuff89,3,"The movie itself is a classic, but I was a bit disappointed with the digital version I purchased. The video quality was decent but not as sharp as I expected for a modern release. Also, the streaming app kept buffering. Still, the story is compelling.",7,TRUE,2023-02-20
Casino,Sarah M.,2,"I bought the DVD hoping for a good copy, but the disc had scratches and skipped several times. Customer service was slow to respond. The movie is good, but the physical product was disappointing. Would have preferred a digital download.",9,TRUE,2020-12-10
Casino,Tom H.,5,"One of my all-time favorites. The 4K Ultra HD version is stunning, with incredible detail and color. The extras included are a nice bonus too. Worth every penny. Delivery was prompt and packaging was excellent.",22,TRUE,2024-04-05
Casino,Emily R.,1,Not what I expected. The digital copy I bought was glitchy and kept freezing. Tried watching on multiple devices with no luck. Very frustrating experience. Would not recommend buying this version.,5,TRUE,2023-08-18
Casino,Greg S.,4,"Solid crime drama with great acting. The DVD quality is good, though not HD. Price was fair, and delivery was on time. I wish the packaging was a bit sturdier, but overall a good purchase.",11,TRUE,2021-05-22
Casino,Anna L.,3,"The movie is a classic, but I found the pacing slow in parts. Bought the digital version and the video quality was okay but nothing spectacular. Still enjoyable if you like gangster films.",6,FALSE,2022-09-14
Casino,David P.,5,Fantastic film and a must-watch for Scorsese fans. The physical Blu-ray arrived quickly and looked great on my 4K TV. The price was a bit high but worth it for the quality.,20,TRUE,2020-10-30
Casino,Kelly J.,2,"I was excited to watch this but the DVD case was damaged when it arrived. The disc itself was fine but the packaging was disappointing. Also, the movie felt a bit dated for my taste.",4,TRUE,2021-12-01
Casino,FilmFanatic007,4,Great movie with excellent performances. The digital format was convenient and the video quality was good on my tablet. Price was reasonable. Would buy again.,13,TRUE,2023-03-10
Casino,Michelle W.,3,"The movie is iconic, but I found the digital download process confusing. The video quality was fine once I got it working. Delivery was instant since it was digital, which was a plus.",8,FALSE,2022-01-25
Heat,Jason T.,5,"Absolutely loved this movie! The intense action scenes and the stellar cast made it a must-watch. The video quality on the digital copy was crystal clear, and delivery was super fast. Highly recommend for any crime thriller fan.",18,TRUE,2022-11-15
Heat,Linda K.,4,"Great film with a gripping storyline. The Blu-ray arrived in perfect condition and the price was reasonable. Only reason I gave 4 stars is because the special features were a bit lacking. Still, a solid addition to my collection.",12,TRUE,2021-07-03
Heat,MovieBuff89,3,"The movie itself is good, but I was a bit disappointed with the digital version I purchased. The video quality was decent but not as sharp as I expected. Also, no subtitles which was a bummer.",7,TRUE,2023-02-20
Heat,Sarah M.,5,One of my all-time favorites! The delivery was quick and the physical DVD was packaged well. Picture and sound quality were excellent. Worth every penny.,22,TRUE,2020-12-10
Heat,Tom R.,2,"Not what I expected. The movie was slow in parts and the digital copy kept buffering on my device. Also, the price felt a bit high for what you get.",5,FALSE,2021-05-18
Heat,Emily S.,4,Really enjoyed the film. The physical copy came with some scratches but it still played fine. The price was fair and delivery was on time.,9,TRUE,2022-08-29
Heat,Chris P.,1,Very disappointed. The DVD arrived damaged and customer service was slow to respond. Would not recommend buying from this seller.,15,TRUE,2023-04-12
Heat,MovieLover123,5,Classic crime drama! The cast is phenomenal and the story keeps you hooked. The digital download was seamless and the video quality was top-notch.,20,TRUE,2024-01-05
Heat,Anna B.,3,"The movie is okay, but I found it a bit too long. The DVD was fine but nothing special. Good for a one-time watch.",3,FALSE,2020-09-14
Heat,Derek W.,4,Solid film with great performances. The Blu-ray quality was excellent and the price was reasonable. Delivery was quick and packaging secure.,11,TRUE,2021-11-22
Heat,Jessica L.,2,I struggled to get through this one. The pacing was slow and the digital copy had some glitches. Not worth the price in my opinion.,4,TRUE,2023-07-30
Heat,Mark D.,5,Fantastic movie! The tension between characters is palpable. The physical DVD was in perfect condition and the price was great. Will buy again from this seller.,21,TRUE,2022-03-08
Scarface,Jason T.,5,Absolutely classic! Al Pacino delivers one of his best performances. The story is intense and gripping from start to finish. The Blu-ray video quality is crisp and the sound is immersive. Worth every penny.,22,TRUE,2023-11-15
Emily R.,Anonymous,4,"Great movie, though some parts felt a bit over the top. The digital format was easy to download and watch on multiple devices. Price was reasonable for such a cult classic.",14,TRUE,2022-07-03
MovieBuff89,Anonymous,3,"Scarface is iconic, but I found the pacing slow in some scenes. The DVD I received had some scratches, which affected playback. Customer service was helpful with a replacement though.",8,TRUE,2021-12-22
Linda K.,Anonymous,2,"Not what I expected. The violence was too much for me and the story didn’t hold my interest. Also, the physical copy arrived late and the packaging was damaged.",5,TRUE,2020-09-10
Chris P.,Anonymous,5,One of my all-time favorites. The remastered version looks fantastic on 4K. Delivery was fast and the price was fair. Highly recommend for fans of crime dramas.,19,TRUE,2024-02-28
Sarah M.,Anonymous,1,Disappointed. The digital copy kept glitching and I couldn’t finish the movie. Tried contacting support but no response. Would not buy again.,3,FALSE,2023-05-17
Alex G.,Anonymous,4,Solid film with memorable lines and characters. The physical disc was in good condition and played without issues. Packaging was minimal but sufficient.,11,TRUE,2021-03-30
Tina L.,Anonymous,3,"It’s a classic, but I’m not a fan of the excessive profanity. The video quality on the digital version was decent but not outstanding. Good for a one-time watch.",7,TRUE,2022-11-05
Daniel S.,Anonymous,5,"Scarface never gets old. The acting, the soundtrack, everything is top-notch. The digital download was quick and easy. Definitely a must-have for any movie collection.",20,TRUE,2023-08-12
Olivia W.,Anonymous,2,"I found the movie overrated and the story hard to follow. Also, the DVD case was cracked when it arrived. Not happy with the purchase overall.",4,TRUE,2020-12-01
Mark D.,Anonymous,4,Enjoyed the film a lot. The extras on the physical edition were a nice bonus. Shipping took longer than expected but the product was worth the wait.,9,TRUE,2021-06-18
Jessica F.,Anonymous,3,Good movie but the price felt a bit high for just a digital copy. Video quality was fine but nothing spectacular. Might look for a cheaper option next time.,6,FALSE,2022-04-09
Gladiator,Sarah M.,5,"Absolutely loved this movie! The action scenes are intense and the story is gripping. The Blu-ray video quality is stunning, really brings the Coliseum to life. Delivery was fast and packaging was secure. Worth every penny for a physical copy.",18,TRUE,2023-11-15
JohnD_89,JohnD_89,4,"Great movie overall, Russell Crowe is fantastic. I bought the digital version and the streaming quality was excellent with no buffering issues. Price was reasonable for a classic like this. Only reason I gave 4 stars is because I wish there were more bonus features included.",12,TRUE,2022-07-03
MovieBuff22,MovieBuff22,3,"The movie itself is good, but I was a bit disappointed with the DVD quality. The colors seemed washed out compared to what I expected. Also, the delivery took longer than promised. Not terrible, but not great either.",7,TRUE,2021-05-20
Lisa K.,Lisa K.,1,"I was really looking forward to this, but the disc arrived scratched and unplayable. Customer service was slow to respond and I ended up requesting a refund. Very disappointed with the physical copy purchase.",9,TRUE,2023-02-10
CinemaFanatic,CinemaFanatic,5,Gladiator is a masterpiece. I streamed the digital version and the HD quality was flawless. The price was fair and the movie holds up well even years after release. Highly recommend for any action or historical drama fan.,22,TRUE,2024-01-08
BeckyT,BeckyT,2,"Not what I expected. The video quality on the DVD was subpar and the audio was inconsistent. Also, the price felt a bit high for what you get. I would suggest going digital if you want better quality.",5,FALSE,2020-09-14
Greg H.,Greg H.,4,"Solid purchase. The physical copy came quickly and the packaging was good. The movie looks great on my 4K TV, though it’s not true 4K. Still, very enjoyable and the extras on the disc were a nice bonus.",14,TRUE,2022-12-01
MovieLover123,MovieLover123,3,"The story is classic and Russell Crowe is great, but I found the pacing a bit slow in parts. Bought the digital version and it worked fine, but nothing special about the video quality. Decent for the price.",6,TRUE,2021-08-30
Tina R.,Tina R.,5,This is one of my all-time favorite movies. The physical Blu-ray arrived quickly and the picture quality is fantastic. The price was a steal during the sale. Highly recommend for collectors and fans alike.,20,TRUE,2023-06-22
Dave S.,Dave S.,1,Digital download was a nightmare. The file kept freezing and I had to contact support multiple times. Not worth the hassle. I’d recommend buying a physical copy instead.,4,FALSE,2020-11-05
Angela P.,Angela P.,4,"Enjoyed the movie a lot. The DVD quality was decent, though not HD. Delivery was prompt and the price was fair. Good addition to my collection.",11,TRUE,2022-03-18
Mark L.,Mark L.,5,Gladiator never gets old. The digital HD version I purchased looks amazing on my smart TV. The price was reasonable and the download was quick. Definitely recommend this version for convenience and quality.,16,TRUE,2024-04-10
Braveheart,Sarah M.,5,"Absolutely loved this movie! The story is gripping and Mel Gibson’s performance is outstanding. The Blu-ray video quality is crystal clear, and the sound is immersive. Worth every penny. Highly recommend for history buffs and action fans alike.",22,TRUE,2023-11-15
Braveheart,John D.,4,"Great movie overall. The physical DVD arrived on time and in perfect condition. The only reason I gave 4 stars is because the packaging was a bit flimsy. Otherwise, the film itself is a classic and still holds up well.",15,TRUE,2022-07-03
Braveheart,MovieLover123,3,"The movie is good but I was a bit disappointed with the digital format I purchased. The streaming quality was inconsistent at times, with some buffering issues. The price was reasonable though.",8,TRUE,2021-12-22
Braveheart,Emily R.,2,"I expected more from this classic. The video quality on the DVD was grainy and not what I hoped for. Also, the delivery took longer than promised. Not sure I’d buy again.",5,TRUE,2020-09-10
Braveheart,Tom S.,5,"One of my all-time favorites! The digital download was quick and easy, and the picture quality was fantastic on my 4K TV. The price was fair for such a legendary film.",19,TRUE,2024-02-05
Braveheart,Linda K.,1,Very disappointed. The disc was scratched when it arrived and wouldn’t play properly. Customer service was slow to respond. Would not recommend buying the physical copy from this seller.,12,TRUE,2023-05-18
Braveheart,Alex P.,4,Solid movie with great action scenes. The digital version was easy to download and watch on multiple devices. Only downside was the price felt a bit high compared to other digital movies.,7,TRUE,2022-11-30
